zid,zid_attr,building_name,name,name_read_through,post_code,address_code,address,room_count,tenant_floor_type,tenant_floor,tenant_floor_num,tenant_room_name,building_type,building_use,building_use_level,building_top_floor_num,building_bottom_floor_num,position/0,position/1,area_size,total_area_size,distance,build_year,build_year_month_level,building_structure1,building_structure2,building_structure_level,ownership_type,ownership_type_level
309353651841861453,310146983035704799,夢殿,夢殿,,860-0847,431010170000000300020,熊本県熊本市中央区上林町3-45,,0,,,,3,2000,D,4,-1,130.7118180339,32.8078851997,505,2020,,1996,D,0,,D,,
309353651841852836,310150281570636413,井上№1ビル,井上№1ビル,,860-0845,431010160000000400009,熊本県熊本市中央区上通町4-18,9,0,,,,3,3006,D,4,1,130.7105249023,32.8040578885,241,1205,,1998,D,0,,D,,
309353651841853291,1,,,,860-0848,431010950000000400006,熊本県熊本市中央区南坪井町4-22,1,0,,,,3,1001,D,2,-1,130.7142692057,32.8067399089,167,334,,1996,D,1,,D,,
309353651841853381,309096949431286077,YOKO BACHI,YOKO BACHI,,860-0845,431010160000001100006,熊本県熊本市中央区上通町11-20,,0,,,,3,2000,D,1,-1,130.7127593316,32.8064388021,101,101,,1996,D,0,,D,,
309353651841853330,1,,,,860-0843,431010240000000400006,熊本県熊本市中央区草葉町4-28,1,0,,,,3,1001,D,2,-1,130.7137003581,32.8058691406,109,218,,1996,D,1,,D,,
309353651841852843,310150281570636431,サトークリーニング,サトークリーニング,,860-0846,431010510000000500032,熊本県熊本市中央区城東町5-61,,0,,,,3,2000,D,2,-1,130.7103765191,32.8060940213,46,92,,1996,D,1,,D,,
309353651841853375,309096949431286013,NKビルナミキザカ,NKビルナミキザカ,,860-0848,431010950000000100001,熊本県熊本市中央区南坪井町1-1,7,0,,,,3,3006,D,5,0,130.7119791667,32.8069718424,361,1805,,1996,D,0,,D,,
309353651841853009,1,,,,860-0845,431010160000000500011,熊本県熊本市中央区上通町5-4,1,0,,,,3,1001,D,0,-1,130.7112055122,32.8041444227,125,125,,1999,D,1,,D,,
309353651841860111,1749191100003783218,月極駐車場,月極駐車場,,860-0847,431010170000000100021,熊本県熊本市中央区上林町1-45,1,0,,,,3,1001,D,2,-1,130.7100645616,32.8074012587,112,224,,1996,D,1,,D,,
309353651841853056,1,,,,860-0844,431010590000000300010,熊本県熊本市中央区水道町3-32,1,0,,,,3,1001,D,1,-1,130.7127056207,32.8043212891,393,393,,1996,D,1,,D,,
309353651841861160,1,,,,860-0848,431010950000000900001,熊本県熊本市中央区南坪井町9-12,1,0,,,,3,1001,D,2,-1,130.71404324,32.8083772786,150,300,,1996,D,1,,D,,
309353651841853560,309096949431286852,ボーノボーノビル,ボーノボーノビル,,860-0846,431010510000000500016,熊本県熊本市中央区城東町5-41,3,0,,,,3,3006,D,4,0,130.7114792209,32.8065207248,124,496,,1996,D,0,,D,,
309353651841853309,1,,,,860-0843,431010240000000100002,熊本県熊本市中央区草葉町1-15,1,0,,,,3,1001,D,2,-1,130.7133224826,32.8050729709,77,154,,1996,D,1,,D,,
309353651841852827,310150281570636383,ソネットビル,ソネットビル,,860-0845,431010160000000100005,熊本県熊本市中央区上通町1-17,3,0,,,,3,3006,D,3,0,130.7103971354,32.8036257595,181,543,,1996,D,0,,D,,
309353651841853348,309096949431285943,ビア・レストラン壱之倉庫,ビア・レストラン壱之倉庫,,860-0848,431010950000000200011,熊本県熊本市中央区南坪井町2-8,,0,,,,3,2000,D,2,-1,130.7134214952,32.8066655816,170,340,,1996,D,0,,D,,
309353651841852956,1747911268469085605,セイワビル,セイワビル,,860-0848,431010950000000300009,熊本県熊本市中央区南坪井町3-3,4,0,,,,3,3006,D,3,0,130.7133572049,32.8072520616,229,687,,1996,D,0,,D,,
309353651841853072,309096949431284418,上通りイーストンビル,上通りイーストンビル,,860-0845,431010160000000500014,熊本県熊本市中央区上通町5-46,16,0,,,,3,3006,D,4,0,130.7114873589,32.8039648438,471,1884,,2005,B,0,3,B,,
309353651841852681,1752291722794296422,甘味処 鎌倉,甘味処 鎌倉,,860-0845,431010160000000200008,熊本県熊本市中央区上通町2-8,,0,,,,3,2000,D,0,-1,130.7108865017,32.8037679036,111,111,,1996,D,0,,D,,
309353651841852818,310150281570636352,紅蘭亭,紅蘭亭,,860-0845,431010160000000100013,熊本県熊本市中央区上通町1-7,,0,,,,3,2000,D,1,-1,130.7101608615,32.8038267687,201,201,,1996,D,0,,D,,
309353651841853142,309096949431285068,メガネの大宝堂上通本店,メガネの大宝堂上通本店,,860-0845,431010160000000500018,熊本県熊本市中央区上通町5-7,1,0,,,,3,2000,D,4,-1,130.7111271159,32.8044268121,308,1232,,1996,D,0,,D,,
309353651841852963,1749191100003782530,ジャズおくら,ジャズおくら,,860-0848,431010950000000100004,熊本県熊本市中央区南坪井町1-12,1,0,,,,3,2000,D,2,-1,130.7125303819,32.8073310004,60,120,,1996,D,0,,D,,
309353651841853046,309096949431284249,朝日生命熊本ビル,朝日生命熊本ビル,,860-0844,431010590000000800009,熊本県熊本市中央区水道町8-6,29,0,,,,3,3006,D,11,0,130.7137736003,32.8031526693,1004,11044,,1996,D,0,,D,,
309353651841853498,309096949431286535,博多もつ鍋大山,博多もつ鍋大山,,860-0843,431010240000000200002,熊本県熊本市中央区草葉町2-2,,0,,,,3,2000,D,2,-1,130.7126060655,32.8058311632,82,164,,1996,D,0,,D,,
309353651841852947,310150281570636673,ビアーレビル,ビアーレビル,,860-0845,431010160000000400010,熊本県熊本市中央区上通町4-24,7,0,,,,3,3006,D,3,0,130.7105794271,32.8039849175,341,1023,,1998,D,0,,D,,
309353651841853488,309096949431286531,今村種苗園,今村種苗園,,860-0843,431010240000000200003,熊本県熊本市中央区草葉町2-20,,0,,,,3,2000,D,2,-1,130.7139756944,32.8055951606,328,656,,1996,D,0,,D,,
309353651841860118,310056823082231073,BAYBROOK CO LTD,BAYBROOK CO LTD,,860-0847,431010170000000100018,熊本県熊本市中央区上林町1-38,,0,,,,3,2000,D,4,-1,130.7109323459,32.8073855252,155,620,,2000,D,0,,D,,
309353651841852688,309096949431283814,村上屋ビル,村上屋ビル,,860-0845,431010160000000500017,熊本県熊本市中央区上通町5-6,13,0,,,,3,3006,D,3,0,130.7109692383,32.8043060981,387,1161,,1996,D,0,,D,,
309353651841853604,309096949431287204,プレミスト白川公園,プレミスト白川公園,,860-0844,431010590000001500001,熊本県熊本市中央区水道町15-20,,0,,,,3,1002,B,13,-1,130.7159171549,32.8044184028,1032,13416,,2008,B,0,3,B,1,B
309353651841853272,309096949431285580,ケンジントン,ケンジントン,,860-0845,431010160000001000002,熊本県熊本市中央区上通町10-12,,0,,,,3,2000,D,2,-1,130.7123706055,32.8060506185,95,190,,1996,D,0,,D,,
309353651841853320,309096949431285773,㈱エスエーグローバル,㈱エスエーグローバル,,860-0844,431010590000000400002,熊本県熊本市中央区水道町4-11,1,0,,,,3,2000,D,2,-1,130.7129003906,32.804854872,159,318,,1998,D,0,,D,,
309353651841853266,309096949431285522,t-UPビル,t-UPビル,,860-0845,431010160000000700004,熊本県熊本市中央区上通町7-12,4,0,,,,3,3006,D,3,0,130.71138699,32.80515625,169,507,,1996,D,0,,D,,
309353651841861200,1,,,,860-0847,431010170000000100006,熊本県熊本市中央区上林町1-20,1,0,,,,3,1001,D,3,-1,130.7116037326,32.8074131944,74,222,,1998,D,0,,D,,
309353651841853081,309096949431284553,オリーブドラブ,オリーブドラブ,,860-0845,431010160000000500015,熊本県熊本市中央区上通町5-48,,0,,,,3,2000,D,1,-1,130.7112757704,32.8038997396,46,46,,1998,D,1,,D,,
309353651841861353,1,,,,860-0847,431010170000000100007,熊本県熊本市中央区上林町1-23,1,0,,,,3,1001,D,3,-1,130.7116742622,32.807414822,98,294,,1998,D,0,,D,,
309353651841853071,309096949431284411,櫻井ビル,櫻井ビル,,860-0845,431010160000000500002,熊本県熊本市中央区上通町5-10,7,0,,,,3,3006,D,5,-1,130.7113802083,32.8042591688,286,1430,,1996,D,0,,D,,
309353651841853295,1,,,,860-0845,431010160000000700006,熊本県熊本市中央区上通町7-15,2,0,,,,3,1001,D,3,-1,130.7120431858,32.8051497396,65,195,,1996,D,0,,D,,
309353651841861438,1,,,,860-0847,431010170000000300007,熊本県熊本市中央区上林町3-27,,0,,,,3,9999,D,1,-1,130.7117477756,32.8081393772,29,29,,1996,D,1,,D,,
309353651841853382,1747911268469085637,Disdirena,Disdirena,,860-0845,431010160000000900009,熊本県熊本市中央区上通町9-26,2,0,,,,3,3006,D,2,-1,130.7116273329,32.805401747,102,204,,1996,D,1,,D,,
309353651841853108,309096949431284696,TRATTORIA・ROSSO,TRATTORIA・ROSSO,,860-0844,431010590000000100009,熊本県熊本市中央区水道町1-25,1,0,,,,3,3001,D,2,-1,130.7129589844,32.803288303,88,176,,1998,D,1,,D,,
309353651841852692,309096949431283854,カットハウスモア,カットハウスモア,,860-0845,431010160000000600006,熊本県熊本市中央区上通町6-22,,0,,,,3,2000,D,0,-1,130.7109600152,32.8049782986,106,106,,1996,D,0,,D,,
309353651841852810,310150281570636287,熊本ホテルキャッスル,熊本ホテルキャッスル,,860-0846,431010510000000400001,熊本県熊本市中央区城東町4-2,7,0,,,,3,2000,D,11,0,130.7098798286,32.8050816515,3274,36014,,1996,D,0,,D,,
309353651841853570,1747911268469085654,にくたらし,にくたらし,,860-0848,431010950000000100005,熊本県熊本市中央区南坪井町1-17,,0,,,,3,2000,D,2,-1,130.7131117079,32.8071809896,76,152,,1996,D,0,,D,,
1752292238995678432,1752291722794296647,時計の大橋新館,時計の大橋新館,,860-0845,431010160000000900011,熊本県熊本市中央区上通町9-5,,0,,,,3,2000,D,3,-1,130.7116848416,32.8056789822,207,621,,2023,D,0,,D,,
309353651841852649,310150281570635329,ドトールコーヒーコーヒーショップ熊本上通り店,ドトールコーヒーコーヒーショップ熊本上通り店,,860-0845,431010160000000400009,熊本県熊本市中央区上通町4-18,,0,,,,3,2000,D,3,-1,130.7105973307,32.8040958659,132,396,,1996,D,0,,D,,
309353651841853400,1752009148305799532,A&M草葉ビル,A&M草葉ビル,,860-0843,431010240000000200014,熊本県熊本市中央区草葉町2-33,4,0,,,,3,3006,D,3,1,130.7129093424,32.8056819661,81,324,,1996,D,0,,D,,
309353651841852872,1748357670190038205,メアルポ上通り店,メアルポ上通り店,,860-0845,431010160000000800008,熊本県熊本市中央区上通町8-2,1,0,,,,3,2000,D,2,-1,130.7108699544,32.8056768121,35,70,,1998,D,1,,D,,
309353651841852799,310150281570636162,モアーズ3ビル,モアーズ3ビル,,860-0846,431010510000000200006,熊本県熊本市中央区城東町2-6,7,0,,,,3,3006,D,5,1,130.7095355903,32.804210612,155,930,,1996,D,0,,D,,
309353651841852871,1,,,,860-0845,431010160000000800015,熊本県熊本市中央区上通町8-3,,0,,,,3,9999,D,2,-1,130.7108970812,32.8057245551,21,42,,2000,D,1,,D,,
309353651841853486,1751104250236565303,岩崎かばん店,岩崎かばん店,,860-0845,431010160000000800012,熊本県熊本市中央区上通町8-23,1,0,,,,3,2000,D,2,-1,130.7110443793,32.805582411,65,130,,1996,D,0,,D,,
309353651841853042,309096949431284229,オリエント産業第5ビル,オリエント産業第5ビル,,860-0844,431010590000000200002,熊本県熊本市中央区水道町2-11,4,0,,,,3,3006,D,3,0,130.7133821615,32.8038183594,119,357,,1996,D,0,,D,,
309353651841853427,1749696875352571055,サンライズビル,サンライズビル,,860-0848,431010950000000200004,熊本県熊本市中央区南坪井町2-16,9,0,,,,3,3006,D,2,1,130.7132332357,32.8066723633,209,627,,1998,D,0,,D,,
309353651841861258,310146983035703983,広町山本屋,広町山本屋,,860-0848,431010950000000700002,熊本県熊本市中央区南坪井町7-10,1,0,,,,3,2000,D,4,-1,130.7131963433,32.8081952582,347,1388,,1998,D,0,,D,,
309353651841853581,309096949431286883,AIモールビル,AIモールビル,,860-0843,431010240000000100006,熊本県熊本市中央区草葉町1-39,7,0,,,,3,3006,D,2,0,130.7125854492,32.8051963976,223,446,,2006,D,0,,D,,
309353651841853062,309096949431284392,メルパルク熊本,メルパルク熊本,,860-0844,431010590000001400001,熊本県熊本市中央区水道町14-1,4,0,,,,3,2000,D,6,0,130.7147111003,32.8035316298,2530,15180,,2003,D,0,,D,,
309353651841853360,1,,,,860-0848,431010950000000200003,熊本県熊本市中央区南坪井町2-14,,0,,,,3,9999,D,1,-1,130.7137301975,32.8065030924,61,61,,2002,D,1,,D,,
309353651841861331,1,,,,860-0848,431010950000000500010,熊本県熊本市中央区南坪井町5-25,1,0,,,,3,1001,D,2,-1,130.7129196506,32.8074405924,95,190,,1996,D,1,,D,,
309353651841853529,309096949431286696,セブンビル,セブンビル,,860-0845,431010160000000700020,熊本県熊本市中央区上通町7-7,10,0,,,,3,3006,D,3,0,130.7114027235,32.8050417752,211,633,,1996,D,0,,D,,
309353651841853489,1751104250236565304,perotto,perotto,,860-0843,431010240000000200006,熊本県熊本市中央区草葉町2-23,,0,,,,3,2000,D,2,-1,130.7138886176,32.8054473199,74,148,,1998,D,0,,D,,
309353651841853435,1749696875352571056,acoustics,acoustics,,860-0848,431010950000000300007,熊本県熊本市中央区南坪井町3-18,1,0,,,,3,3001,D,2,-1,130.7138077799,32.8069634332,260,520,,1996,D,1,,D,,
309353651841853294,1,,,,860-0845,431010160000000900006,熊本県熊本市中央区上通町9-17,1,0,,,,3,1001,D,3,-1,130.7123103841,32.8054144965,43,129,,1996,D,0,,D,,
309353651841861259,310146983035703985,ビスポークテイラー桝田,ビスポークテイラー桝田,,860-0848,431010950000000700005,熊本県熊本市中央区南坪井町7-14,1,0,,,,3,3001,D,3,-1,130.7133314345,32.8080834961,65,195,,1996,D,0,,D,,
309353651841852809,310150281570636285,ダイニング和YA,ダイニング和YA,,860-0846,431010510000000300003,熊本県熊本市中央区城東町3-23,,0,,,,3,2000,D,2,-1,130.709788954,32.8043486871,212,424,,1996,D,0,,D,,
309353651841853546,309096949431286847,城下旅館,城下旅館,,860-0845,431010160000001100006,熊本県熊本市中央区上通町11-20,2,0,,,,3,2000,D,2,-1,130.7126890734,32.8062890625,60,120,,1996,D,1,,D,,
309353651841853378,1,,,,860-0846,431010510000000500020,熊本県熊本市中央区城東町5-46,1,0,,,,3,1001,D,3,-1,130.7110701497,32.8064057075,134,402,,1998,D,0,,D,,
309353651841853233,309096949431285281,カガワの自転車上通並木坂店,カガワの自転車上通並木坂店,,860-0846,431010510000000500015,熊本県熊本市中央区城東町5-40,,0,,,,3,2000,D,2,-1,130.7115681966,32.8067415365,127,254,,1999,D,0,,D,,
309353651841852862,1750008037143488715,すき焼加茂川,すき焼加茂川,,860-0845,431010160000000200006,熊本県熊本市中央区上通町2-6,,0,,,,3,2000,D,4,0,130.7107790799,32.8036024306,107,428,,2001,D,0,,D,,
309353651841853458,309096949431286415,風月ビル,風月ビル,,860-0845,431010160000001100013,熊本県熊本市中央区上通町11-6,3,0,,,,3,3006,D,3,0,130.7119045681,32.8067966037,80,240,,1996,D,0,,D,,
309353651841860135,1,,,,860-0847,431010170000000200007,熊本県熊本市中央区上林町2-32,1,0,,,,3,1001,D,1,-1,130.7100745985,32.8082337782,57,57,,1996,D,1,,D,,
309353651841853140,1747911268469085623,本田ビルⅠ,本田ビルⅠ,,860-0844,431010590000000400007,熊本県熊本市中央区水道町4-24,6,0,,,,3,3006,D,3,0,130.7136222331,32.8044707574,60,180,,1998,D,0,,D,,
309353651841852830,310150281570636389,ジュエリーオーハシ,ジュエリーオーハシ,,860-0845,431010160000000100002,熊本県熊本市中央区上通町1-13,,0,,,,3,2000,D,0,-1,130.7105034722,32.8039005534,198,198,,1998,D,0,,D,,
309353651841852852,1,,,,860-0845,431010160000000400007,熊本県熊本市中央区上通町4-16,,0,,,,3,9999,D,2,-1,130.7106030273,32.8042523872,181,362,,1996,D,0,,D,,
309353651841853264,309096949431285519,橋元屋,橋元屋,,860-0846,431010510000000500014,熊本県熊本市中央区城東町5-38,1,0,,,,3,2000,D,2,-1,130.7115793186,32.8067917209,123,246,,1996,D,0,,D,,
309353651841861159,310146983035703573,パッケージプラザキヨナガ藤崎宮前店,パッケージプラザキヨナガ藤崎宮前店,,860-0848,431010950000000900005,熊本県熊本市中央区南坪井町9-8,,0,,,,3,2000,D,1,-1,130.7140356445,32.8085614692,181,181,,1996,D,0,,D,,
309353651841852851,310150281570636449,洋装のタバラ,洋装のタバラ,,860-0845,431010160000000400007,熊本県熊本市中央区上通町4-16,1,0,,,,3,2000,D,3,-1,130.7106391059,32.804305013,243,729,,1996,D,0,,D,,
1752009664507181399,1749946464492483383,OMOKENPARK,OMOKENPARK,,860-0845,4310101600000007,熊本県熊本市中央区上通町7,,0,,,,3,2000,D,1,-1,130.7113411458,32.8051158312,65,65,,2020,D,0,,D,,
309353651841852662,310150281570635474,スイス上通店,スイス上通店,,860-0845,431010160000000100003,熊本県熊本市中央区上通町1-15,,0,,,,3,2000,D,1,-1,130.7105297852,32.8037942166,179,179,,1998,D,0,,D,,
1749697391553952907,1751207604329119926,ホテルウィングインターナショナルセレクト熊本,ホテルウィングインターナショナルセレクト熊本,,860-0844,431010590000000200004,熊本県熊本市中央区水道町2-13,2,0,,,,3,2000,D,12,-1,130.7131833225,32.8037014431,475,5700,,2019,D,0,,D,,
309353651841853224,1748357670190038265,JIU,JIU,,860-0845,431010160000000700011,熊本県熊本市中央区上通町7-20,1,0,,,,3,2000,D,2,-1,130.7122322591,32.8051120334,79,158,,1996,D,0,,D,,
309353651841853424,1752291722794296604,CIAO,CIAO,,860-0843,431010240000000200008,熊本県熊本市中央区草葉町2-25,,0,,,,3,2000,D,2,-1,130.7137424045,32.8054861111,53,106,,1996,D,0,,D,,
309353651841853487,1751969565887268803,松露庵,松露庵,,860-0845,431010160000000800016,熊本県熊本市中央区上通町8-30,2,0,,,,3,3006,D,2,-1,130.7111062283,32.8055327691,90,180,,1996,D,1,,D,,
309353651841852865,1751110847305963869,オークスパーキング,オークスパーキング,オークスパーキング,860-0845,431010160000000600011,熊本県熊本市中央区上通町6-8,,0,,,,3,2000,D,2,-1,130.710820855,32.8051413303,120,240,,2004,D,0,,D,,
309353651841853061,309096949431284386,パークシティ24h白川公園店,パークシティ24h白川公園店,,860-0844,431010590000001200001,熊本県熊本市中央区水道町12-1,3,0,,,,3,2000,D,9,-1,130.7141156684,32.8039876302,1317,11853,,2003,B,0,2,B,,
309353651841861186,1,,,,860-0848,431010950000000800002,熊本県熊本市中央区南坪井町8-2,1,0,,,,3,1001,D,2,-1,130.7134857856,32.8076437717,42,84,,1998,D,1,,D,,
309353651841853455,309096949431286409,和GANSE,和GANSE,,860-0848,4310109500000001,熊本県熊本市中央区南坪井町1,1,0,,,,3,3001,D,2,-1,130.7131570095,32.8072178819,27,54,,2005,D,1,,D,,
309353651841852680,309096949431283705,びぷれす熊日会館ホテル日航熊本,びぷれす熊日会館ホテル日航熊本,,860-0845,431010160000000200001,熊本県熊本市中央区上通町2-1,59,0,,,,3,3006,D,14,2,130.7112049696,32.8033338759,6489,103824,,2005,D,0,,D,,
309353651841853388,1748357670190038337,トリマルカフェ,トリマルカフェ,,860-0848,431010950000000100015,熊本県熊本市中央区南坪井町1-32,,0,,,,3,2000,D,2,-1,130.7121554905,32.8068766276,41,82,,1996,D,1,,D,,
309353651841853157,309096949431285075,白川公園防災倉庫,白川公園防災倉庫,,860-0843,4310102400000005,熊本県熊本市中央区草葉町5,,0,,,,3,2000,D,1,-1,130.7147648112,32.8046516927,84,84,,2006,D,0,,D,,
309353651841853234,309096949431285282,カフェラフカディオ,カフェラフカディオ,,860-0843,431010240000000200011,熊本県熊本市中央区草葉町2-3,,0,,,,3,2000,D,2,-1,130.7126567925,32.8059269206,43,86,,1996,D,1,,D,,
309353651841853080,309096949431284543,岩永ビル,岩永ビル,,860-0844,431010590000000100003,熊本県熊本市中央区水道町1-17,8,0,,,,3,3006,D,5,0,130.7131146918,32.8032115343,132,660,,1996,D,0,,D,,
309353651841853087,309096949431284560,KADビル,KADビル,,860-0844,431010590000001400006,熊本県熊本市中央区水道町14-27,13,0,,,,3,3006,D,9,0,130.7149500868,32.8039100477,457,4113,,1998,D,0,,D,,
309353651841853306,309096949431285683,No10BISOUビル,No10BISOUビル,,860-0845,431010160000000800011,熊本県熊本市中央区上通町8-22,6,0,,,,3,3006,D,5,1,130.7111737739,32.8056236437,207,1242,,1996,D,0,,D,,
309353651841853003,1,,,,860-0844,431010590000000300001,熊本県熊本市中央区水道町3-11,1,0,,,,3,1001,D,2,-1,130.7128046332,32.8045426432,71,142,,1996,D,1,,D,,
